2316.32976358	10
2264.84272386	20
2264.40143356	30
2251.39390668	40
2251.39390668	50
2251.39390668	60
2251.39390668	70
2251.39390668	80
2247.48635588	90
2242.96085012	100
2242.96085012	110
2242.96085012	120
2239.53916256	130
2239.53916256	140
2239.53916256	150
2239.53916256	160
2239.53916256	170
2239.53916256	180
2239.53916256	190
2239.53916256	200
2239.53916256	210
2239.53916256	220
2239.53916256	230
2239.53916256	240
2239.53916256	250
