id_od;Id_do;km;czas
12123;13051;14,2427;0,36
13051;11853;22,5566;0,56
13016;11834;91,6055;1,53
13014;12132;103,3247;1,72
12070;13015;71,1491;1,19
13014;12053;59,5972;0,99
12132;13051;34,4319;0,57
13051;12646;98,751;1,65
12131;13051;21,8356;0,55
12070;13014;81,8995;1,36
13014;11838;48,1001;0,8
11833;13016;60,352;1,01
13016;12070;96,9581;1,62
13051;12076;59,388;0,99
12131;13016;120,0007;2
13016;11830;54,3669;0,91
13015;12647;16,9239;0,42
13015;12132;92,4005;1,54
12053;13016;82,9343;1,38
12252;13015;64,1935;1,07
11832;13016;46,2445;0,77
12252;13016;91,5057;1,53
13015;12070;69,4689;1,16
11834;13016;92,0078;1,53
12648;13016;47,1023;0,79
12267;13014;56,076;0,93
12646;13014;25,0865;0,42
13051;11837;35,5456;0,59
12642;13015;24,3236;0,61
11830;13015;20,186;0,5
13014;12648;23,8537;0,6
12648;13015;12,8812;0,32
12646;13016;31,0829;0,52
13015;11835;68,6353;1,14
12267;13051;45,266;0,75
13014;12643;20,6254;0,52
13016;12643;43,9222;0,73
13051;12113;75,8419;1,26
11832;13015;12,0234;0,3
13016;12645;47,2053;0,79
12645;13015;13,1403;0,33
13050;12641;41,1445;0,69
11853;13016;132,5665;2,21
13051;11826;172,3157;2,87
13014;11827;47,5786;0,79
13015;11827;36,6544;0,61
13016;11827;70,8755;1,18
13014;11829;65,1994;1,09
13015;11829;54,2751;0,9
13016;11829;88,4962;1,47
13014;11830;31,07;0,52
13050;11831;103,093;1,72
13051;11831;109,0105;1,82
13014;11832;23,4369;0,59
13016;11832;46,7337;0,78
13014;11833;71,3245;1,19
13016;11833;60,3874;1,01
13050;11833;62,5729;1,04
13014;11834;75,0405;1,25
13050;11834;42,2388;0,7
13014;11835;79,5595;1,33
13016;11835;68,3231;1,14
13050;11835;50,9293;0,85
13051;11835;41,1123;0,69
13014;11836;79,0574;1,32
13015;11836;68,1332;1,14
13016;11836;67,7051;1,13
13050;11836;46,2558;0,77
13051;11836;36,2827;0,6
13014;11837;79,986;1,33
13051;11838;53,604;0,89
13016;11853;131,7747;2,2
13050;12031;78,4539;1,31
13051;12031;26,081;0,43
13015;12053;48,673;0,81
13016;12053;82,8941;1,38
13014;12068;124,4216;2,07
13015;12068;113,4974;1,89
13016;12068;140,9866;2,35
13050;12068;36,5546;0,61
13051;12068;35,1159;0,59
13014;12070;80,3932;1,34
13050;12070;42,9663;0,72
13014;12076;118,2965;1,97
13015;12076;107,3722;1,79
13050;12086;105,7532;1,76
13014;12109;83,5427;1,39
13015;12109;72,6184;1,21
13050;12109;37,8131;0,63
13051;12109;91,7004;1,53
13014;12113;62,6099;1,04
13014;12120;80,1775;1,34
13015;12120;69,2533;1,15
13050;12123;94,0082;1,57
13051;12123;14,019;0,35
13014;12131;127,3088;2,12
13015;12131;116,3846;1,94
13016;12132;119,8913;2
13051;12132;22,6934;0,57
13050;12149;43,1369;0,72
13016;12252;90,6109;1,51
13051;12252;41,0994;0,68
13014;12267;56,2498;0,94
13015;12267;69,3756;1,16
13051;12267;45,4543;0,76
13014;12642;35,2076;0,59
13015;12642;24,2834;0,61
13016;12642;58,5045;0,98
13051;12642;100,3152;1,67
13051;12643;107,8228;1,8
13014;12644;24,9835;0,62
13015;12644;14,0592;0,35
13016;12644;47,8007;0,8
13014;12645;23,9084;0,6
13050;12645;105,1883;1,75
13014;12646;25,2603;0,42
13015;12646;19,0031;0,48
13016;12646;31,0636;0,52
13015;12648;12,9295;0,32
13016;12648;47,1506;0,79
11829;13014;65,0674;1,08
11833;13014;71,5868;1,19
11836;13014;79,7414;1,33
11837;13014;80,0552;1,33
11981;13014;231,5808073;3,86
12068;13014;124,6759;2,08
12076;13014;119,0834;1,98
12109;13014;83,4091;1,39
12113;13014;65,9638;1,1
12120;13014;79,6384;1,33
12131;13014;103,439;1,72
12132;13014;127,4359;2,12
12643;13014;20,5803;0,51
12645;13014;23,8907;0,6
12648;13014;23,6316;0,59
13050;13014;107,3545;1,79
11827;13015;36,6947;0,61
11829;13015;54,317;0,91
11833;13015;60,8364;1,01
11834;13015;64,6956;1,08
11836;13015;68,991;1,15
11837;13015;69,3048;1,16
11981;13015;220,8304161;3,68
12053;13015;48,7132;0,81
12068;13015;113,9255;1,9
12076;13015;108,333;1,81
12109;13015;72,6587;1,21
12120;13015;68,888;1,15
12131;13015;92,6886;1,54
12132;13015;116,6855;1,94
12267;13015;71,9506;1,2
12643;13015;9,8299;0,25
12644;13015;13,9643;0,35
12646;13015;20,0927;0,5
12647;13015;16,9239;0,42
13050;13015;96,6041;1,61
11829;13016;88,5381;1,48
11830;13016;54,4071;0,91
11831;13016;45,3803;0,76
11836;13016;67,8065;1,13
11981;13016;248,1425253;4,14
12068;13016;141,2376;2,35
12070;13016;98,4613;1,64
12132;13016;143,9977;2,4
12267;13016;61,139;1,02
12642;13016;58,5447;0,98
12643;13016;44,051;0,73
12644;13016;49,0689;0,82
12645;13016;47,3614;0,79
11831;13050;98,4323;1,64
11833;13050;63,7188;1,06
11834;13050;45,118;0,75
11835;13050;53,287;0,89
11836;13050;50,8376;0,85
11981;13050;189,9053387;3,17
12031;13050;78,2544;1,3
12068;13050;36,611;0,61
12070;13050;42,9019;0,72
12086;13050;106,2827;1,77
12109;13050;37,9161;0,63
12123;13050;94,454;1,57
12149;13050;44,5981;0,74
12641;13050;41,1896;0,69
12645;13050;104,8037;1,75
13014;13050;106,9667;1,78
13015;13050;96,0424;1,6
11826;13051;123,2532;2,05
11831;13051;104,5623;1,74
11834;13051;40,1934;0,67
11835;13051;40,5812;0,68
11836;13051;35,8884;0,6
11837;13051;35,6727;0,59
11838;13051;53,4157;0,89
11981;13051;142,0162083;2,37
12031;13051;26,0987;0,43
12109;13051;82,4805;1,37
12120;13051;34,9115;0,58
12252;13051;39,8425;0,66
12642;13051;94,5264;1,58
12643;13051;107,6249;1,79
12646;13051;98,5997;1,64
13245;11826;178,9687;2,98
13255;11826;148,0468;2,47
13264;11826;134,303;2,24
13255;11827;28,0573;0,47
13263;11827;54,6984;0,91
13254;11829;101,9439;1,7
13258;11829;43,2431;0,72
13263;11829;60,9056;1,02
13264;11829;64,5186;1,08
13245;11830;124,9205;2,08
13254;11830;100,1334;1,67
13245;11831;115,6635;1,93
13254;11831;90,8764;1,51
13255;11831;45,8518;0,76
13257;11831;109,6012;1,83
13268;11831;119,0271;1,98
13254;11832;85,6541;1,43
13257;11832;104,3788;1,74
13258;11832;4,2712;0,11
13268;11832;113,8048;1,9
13258;11833;67,6777;1,13
13265;11833;77,2099;1,29
13267;11833;13,0936;0,33
13268;11833;78,507;1,31
13254;11834;39,9761;0,67
13258;11834;71,3937;1,19
13263;11834;3,9719;0,1
13266;11834;4,1585;0,1
13254;11835;37,2499;0,62
13257;11835;61,3466;1,02
13258;11835;75,9128;1,27
13265;11835;69,4754;1,16
13266;11835;5,8467;0,15
13268;11835;70,7725;1,18
13249;11836;38,93;0,65
13257;11836;56,673;0,94
13266;11836;2,4398;0,06
13267;11836;0,8175;0,02
13268;11836;66,099;1,1
13249;11837;39,8586;0,66
13251;11837;62,6679;1,04
13265;11837;65,7304;1,1
13267;11837;0,7612;0,02
13255;11838;40,055;0,67
13258;11838;40,6054;0,68
13263;11838;15,7635;0,39
13265;11838;76,3264;1,27
13266;11838;15,9743;0,4
13267;11838;18,1389;0,45
13245;11841;45,2419;0,75
13247;11841;45,715;0,76
13248;11841;69,1294;1,15
13249;11841;48,1966;0,8
13250;11841;34,3804;0,57
13251;11841;45,5959;0,76
13252;11841;56,1259;0,94
13253;11841;58,5174;0,98
13245;11842;46,1222;0,77
13246;11842;46,8207;0,78
13247;11842;46,5953;0,78
13248;11842;70,0113;1,17
13249;11842;49,077;0,82
13250;11842;35,2607;0,59
13251;11842;46,4762;0,77
13252;11842;57,0062;0,95
13253;11842;59,3993;0,99
13254;11842;4,7572;0,12
13245;11844;7,7104;0,19
13246;11844;12,2825;0,31
13247;11844;11,9397;0,3
13248;11844;26,3192;0,44
13250;11844;11,2075;0,28
13251;11844;2,1147;0,05
13252;11844;8,4571;0,21
13253;11844;33,7914;0,56
13248;11845;15,3885;0,38
13249;11845;12,2294;0,31
13251;11845;12,2745;0,31
13253;11845;22,8607;0,57
13254;11845;45,1324;0,75
13249;11853;97,5343;1,63
13252;11853;74,7605;1,25
13254;11853;95,5114;1,59
13263;11853;55,6994;0,93
13264;11853;59,3124;0,99
13266;11853;55,8861;0,93
13267;11853;58,0507;0,97
13268;11853;8,3927;0,21
13245;11976;63,4162;1,06
13246;11976;64,1147;1,07
13247;11976;63,8893;1,06
13248;11976;78,1513;1,3
13251;11976;63,7719;1,06
13252;11976;74,3018;1,24
13253;11976;85,6235;1,43
13263;11976;79,9603;1,33
13264;12031;64,8727;1,08
13265;12031;2,0889;0,05
13266;12031;61,4464;1,02
13268;12031;5,2835;0,13
13257;12053;51,9738;0,87
13258;12053;37,6409;0,63
13263;12053;38,4794;0,64
13265;12053;84,9605;1,42
13263;12068;64,9097;1,08
13264;12068;68,5227;1,14
13267;12068;58,2599;0,97
13257;12070;58,0088;0,97
13258;12070;76,7464;1,28
13265;12070;66,1376;1,1
13246;12076;7,1133;0,18
13247;12076;6,888;0,17
13249;12076;21,3962;0,53
13253;12076;28,6222;0,48
13254;12076;44,4002;0,74
13246;12086;15,3483;0,38
13249;12086;17,6046;0,44
13251;12086;15,0055;0,38
13252;12086;25,5355;0,43
13253;12086;36,8572;0,61
13254;12086;30,5293;0,51
13265;12109;100,4199;1,67
13268;12109;101,717;1,7
13245;12113;44,8283;0,75
13246;12113;45,5267;0,76
13247;12113;45,3014;0,76
13248;12113;68,7158;1,15
13249;12113;47,783;0,8
13251;12113;45,1823;0,75
13252;12113;55,7123;0,93
13253;12113;58,1038;0,97
13263;12113;40,5152;0,68
13248;12117;10,9741;0,27
13250;12117;16,1031;0,4
13251;12117;17,5628;0,44
13252;12117;12,083;0,3
13254;12117;50,4207;0,84
13249;12120;40,0501;0,67
13251;12120;62,8594;1,05
13254;12120;37,752;0,63
13258;12120;76,5308;1,28
13264;12120;5,3607;0,13
13267;12120;0,9527;0,02
13245;12123;48,8919;0,81
13246;12123;46,8239;0,78
13247;12123;48,5475;0,81
13249;12123;58,0651;0,97
13251;12123;56,8485;0,95
13263;12123;54,0353;0,9
13264;12123;54,0305;0,9
13265;12123;25,6996;0,43
13266;12123;51,4153;0,86
13267;12123;49,6209;0,83
13249;12131;109,6334;1,83
13251;12131;88,9002;1,48
13263;12131;67,7984;1,13
13264;12131;71,4114;1,19
13265;12131;18,5751;0,46
13266;12131;67,9851;1,13
13267;12131;70,1497;1,17
13265;12132;32,3317;0,54
13266;12132;44,0011;0,73
13267;12132;46,1656;0,77
13249;12252;56,3705;0,94
13263;12252;5,8323;0,15
13264;12252;9,4452;0,24
13267;12252;7,0489;0,18
13249;12267;40,2883;0,67
13255;12267;31,9052;0,53
13257;12267;60,0479;1
13265;12267;68,1766;1,14
13266;12267;7,8246;0,2
13267;12267;9,9892;0,25
13268;12267;69,4738;1,16
13246;12300;6,3038;0,16
13248;12300;9,5321;0,24
13251;12300;17,9329;0,45
13254;12300;50,7909;0,85
13245;12642;129,0581;2,15
13255;12642;35,9125;0,6
13258;12642;13,2513;0,33
13263;12642;62,5536;1,04
13264;12642;84,3924;1,41
13258;12643;6,0608;0,15
13263;12643;72,3352;1,21
13264;12643;69,8101;1,16
13268;12643;117,8394;1,96
13254;12645;92,9718;1,55
13254;12646;44,7108;0,75
13255;12646;74,4821;1,24
13258;12646;22,5356;0,56
13268;12646;108,7675;1,81
13254;12647;45,2354;0,75
13255;12647;88,2693;1,47
13258;12647;28,5803;0,48
13254;12648;92,9171;1,55
13255;12648;48,7454;0,81
13257;12648;111,6418;1,86
13258;12648;0,618;0,02
13264;12648;73,0385;1,22
13245;13014;119,9251;2
13254;13014;95,138;1,59
13255;13014;89,0032;1,48
13264;13014;75,2594;1,25
13268;13014;123,2886;2,05
13245;13015;109,1747;1,82
13254;13015;84,3876;1,41
13255;13015;78,2527;1,3
13268;13015;112,5382;1,88
13255;13016;105,5649;1,76
13258;13016;45,8776;0,76
13263;13016;68,7528;1,15
13265;13016;138,5533;2,31
13267;13016;68,2008;1,14
13265;13050;56,591;0,94
13268;13050;57,8704;0,96
13263;13051;40,1354;0,67
13264;13051;40,1306;0,67
13266;13051;37,5154;0,63
13267;13051;35,721;0,6
11826;13245;128,4112;2,14
11830;13245;113,124;1,89
11831;13245;109,7203;1,83
11842;13245;45,1727;0,75
11976;13245;62,6437;1,04
11981;13245;173,7411277;2,9
12113;13245;44,566;0,74
12123;13245;48,6843;0,81
12300;13245;9,5193;0,24
12642;13245;127,2766;2,12
13014;13245;118,2562;1,97
13015;13245;107,332;1,79
13246;13245;5,0147;0,13
13248;13245;19,0514;0,48
13253;13245;26,5236;0,44
13254;13245;44,36;0,74
13255;13245;91,1533;1,52
13263;13245;51,3011;0,86
11842;13246;46,6259;0,78
11981;13246;171,7535928;2,86
12113;13246;46,0192;0,77
12123;13246;46,6967;0,78
13248;13246;14,2411;0,36
13249;13246;11,4102;0,29
13251;13246;12,9552;0,32
13254;13246;45,8132;0,76
13263;13246;46,4907;0,77
11841;13247;45,3481;0,76
11842;13247;44,3954;0,74
11845;13247;4,3195;0,11
11976;13247;61,8664;1,03
11981;13247;172,9058803;2,88
12086;13247;13,0534;0,33
12113;13247;43,7886;0,73
12117;13247;7,234;0,18
12123;13247;47,849;0,8
12300;13247;8,676;0,22
13248;13247;18,2081;0,46
13251;13247;11,6098;0,29
13253;13247;25,6803;0,43
13254;13247;43,5826;0,73
13263;13247;50,4578;0,84
11842;13248;60,6304;1,01
11844;13248;26,2387;0,44
11845;13248;14,6837;0,37
11976;13248;78,1015;1,3
11981;13248;174,1547281;2,9
12086;13248;29,2885;0,49
12113;13248;68,6305;1,14
12117;13248;11,0996;0,28
12300;13248;9,8379;0,25
13247;13248;17,0236;0,43
13251;13248;26,9597;0,45
13253;13248;10,6136;0,27
13254;13248;65,5228;1,09
11834;13249;40,6665;0,68
11836;13249;38,275;0,64
11837;13249;38,5889;0,64
11842;13249;48,3318;0,81
11844;13249;21,8613;0,55
11853;13249;96,7988;1,61
11976;13249;65,8029;1,1
11981;13249;212,3733344;3,54
12076;13249;21,9225;0,55
12086;13249;16,9898;0,42
12113;13249;47,7251;0,8
12120;13249;39,3951;0,66
12123;13249;58,0426;0,97
12131;13249;84,2331;1,4
12252;13249;42,4384;0,71
12267;13249;39,6478;0,66
12300;13249;13,4831;0,34
13254;13249;47,5191;0,79
13263;13249;38,8077;0,65
13264;13249;34,1728;0,57
11842;13250;35,1304;0,59
11844;13250;10,2692;0,26
11845;13250;11,708;0,29
11981;13250;180,2943602;3
12113;13250;34,5236;0,58
12117;13250;14,6225;0,37
12300;13250;16,0645;0,4
13245;13250;10,8615;0,27
13249;13250;13,8162;0,35
13251;13250;11,2171;0,28
13253;13250;33,0688;0,55
13254;13250;34,3177;0,57
11837;13251;58,8585;0,98
11842;13251;44,3551;0,74
11844;13251;18,1325;0,45
11845;13251;18,4495;0,46
11981;13251;187,0358855;3,12
12076;13251;16,7613;0,42
12113;13251;43,7484;0,73
12117;13251;21,364;0,53
12120;13251;59,6648;0,99
12123;13251;61,9791;1,03
12131;13251;104,5028;1,74
12300;13251;22,806;0,57
13246;13251;18,3015;0,46
13247;13251;18,0762;0,45
13252;13251;29,6103;0,49
13254;13251;43,5424;0,73
11841;13252;49,0094;0,82
11842;13252;48,0566;0,8
11844;13252;9,8717;0,25
11853;13252;74,8554;1,25
11976;13252;65,5277;1,09
11981;13252;174,4428;2,91
12113;13252;47,4499;0,79
12300;13252;11,5969;0,29
13245;13252;3,1447;0,08
13249;13252;24,2399;0,61
13250;13252;12,9263;0,32
13251;13252;10,5927;0,26
13253;13252;28,6013;0,48
13254;13252;47,2439;0,79
11841;13253;60,3247;1,01
11842;13253;59,726;1
11844;13253;33,7109;0,56
11976;13253;85,5737;1,43
11981;13253;196,7241123;3,28
12076;13253;28,5932;0,48
12086;13253;36,7606;0,61
12113;13253;58,0185;0,97
12117;13253;18,5718;0,46
12300;13253;17,3101;0,43
13245;13253;26,4753;0,44
13247;13253;24,4958;0,61
13252;13253;28,9521;0,48
13254;13253;54,9108;0,92
11829;13254;102,5876;1,71
11830;13254;90,4113;1,51
11831;13254;87,0076;1,45
11832;13254;85,9535;1,43
11834;13254;39,054;0,65
11841;13254;5,5555;0,14
11842;13254;4,9568;0,12
11853;13254;95,4422;1,59
11981;13254;211,0166608;3,52
12113;13254;3,2493;0,08
12117;13254;48,9402;0,82
12120;13254;37,7826;0,63
12300;13254;50,3821;0,84
12645;13254;93,3806;1,56
12646;13254;44,6384;0,74
12647;13254;45,1437;0,75
12648;13254;93,1215;1,55
13014;13254;60,4437;1,01
13015;13254;84,6193;1,41
13246;13254;45,8776;0,76
13251;13254;45,5332;0,76
13258;13254;91,8968;1,53
11826;13255;97,7709;1,63
11827;13255;27,9849;0,47
11834;13255;24,5425;0,61
11838;13255;39,9455;0,67
11981;13255;182,9481619;3,05
12267;13255;31,7958;0,53
12643;13255;54,4876;0,91
12645;13255;47,1393;0,79
12646;13255;73,1173;1,22
12647;13255;86,8853;1,45
13014;13255;87,6159;1,46
13015;13255;76,6917;1,28
13016;13255;104,1809;1,74
13245;13255;92,7047;1,55
13264;13255;30,4922;0,51
11831;13257;104,9341;1,75
11832;13257;103,8799;1,73
11834;13257;51,6197;0,86
11835;13257;59,7887;1
11836;13257;46,1512;0,77
11981;13257;150,3477615;2,51
12053;13257;52,1202;0,87
12068;13257;12,2873;0,31
12070;13257;58,0732;0,97
12267;13257;58,8746;0,98
12648;13257;111,048;1,85
13258;13257;109,8232;1,83
13265;13257;40,7599;0,68
13267;13257;45,9838;0,77
11827;13258;25,5612;0,43
11829;13258;43,1835;0,72
11830;13258;5,2545;0,13
11833;13258;68,9797;1,15
11838;13258;39,3452;0,66
11981;13258;228,9736765;3,82
12053;13258;37,5798;0,63
12068;13258;122,0687;2,03
12070;13258;56,0872;0,93
12120;13258;77,0312;1,28
12642;13258;13,1902;0,33
12647;13258;29,4671;0,49
13014;13258;23,4675;0,59
13016;13258;46,7643;0,78
13254;13258;92,5308;1,54
13257;13258;111,2555;1,85
13268;13258;120,6815;2,01
11827;13263;54,0241;0,9
11829;13263;60,2329;1
11833;13263;16,1787;0,4
11836;13263;3,7401;0,09
11837;13263;4,0539;0,1
11838;13263;15,0683;0,38
11853;13263;56,3705;0,94
11976;13263;82,1425;1,37
11981;13263;171,9451043;2,87
12031;13263;60,2941;1
12053;13263;37,8051;0,63
12113;13263;42,5623;0,71
12120;13263;4,8602;0,12
12123;13263;53,7231;0,9
12131;13263;43,8047;0,73
12132;13263;67,8017;1,13
12252;13263;4,1698;0,1
12642;13263;61,8793;1,03
12643;13263;71,1395;1,19
13014;13263;76,6128;1,28
13016;13263;67,9642;1,13
13051;13263;39,5995;0,66
13245;13263;51,2994;0,85
13246;13263;47,6269;0,79
13247;13263;49,32;0,82
13249;13263;41,7528;0,7
13257;13263;54,2285;0,9
13265;13263;62,3573;1,04
13268;13263;63,6544;1,06
11826;13264;85,1053;1,42
11829;13264;64,9515;1,08
11831;13264;66,4144;1,11
11838;13264;14,8205;0,37
11853;13264;61,0891;1,02
11981;13264;176,6636892;2,94
12031;13264;65,0127;1,08
12053;13264;42,5237;0,71
12068;13264;69,7602;1,16
12070;13264;23,7008;0,59
12123;13264;54,1689;0,9
12131;13264;48,5233;0,81
12252;13264;8,3493;0,21
12642;13264;74,7653;1,25
12643;13264;69,477;1,16
12646;13264;60,4518;1,01
12648;13264;72,5283;1,21
13014;13264;74,9504;1,25
13016;13264;63,7139;1,06
13051;13264;40,0453;0,67
13249;13264;34,9389;0,58
13257;13264;58,9471;0,98
13265;13264;67,0758;1,12
13268;13264;68,373;1,14
11833;13265;79,2827;1,32
11834;13265;60,6835;1,01
11835;13265;68,8526;1,15
11836;13265;64,9789;1,08
11837;13265;65,2927;1,09
11838;13265;76,0882;1,27
11981;13265;115,2786335;1,92
12053;13265;85,9599;1,43
12068;13265;20,812;0,52
12070;13265;67,137;1,12
12109;13265;100,3072;1,67
12120;13265;64,8759;1,08
12123;13265;26,3578;0,44
12131;13265;32,9867;0,55
12132;13265;19,2429;0,48
12252;13265;60,1814;1
12267;13265;67,9385;1,13
13016;13265;139,0972;2,32
13050;13265;80,2161;1,34
13257;13265;33,0012;0,55
13263;13265;63,0219;1,05
13264;13265;66,6349;1,11
13266;13265;63,2086;1,05
13267;13265;65,3732;1,09
11837;13266;2,0841;0,05
11838;13266;16,0645;0,4
11853;13266;57,3538;0,96
11981;13266;172,928411;2,88
12031;13266;61,2774;1,02
12123;13266;51,7533;0,86
12131;13266;44,788;0,75
12132;13266;68,785;1,15
12252;13266;4,0346;0,1
13051;13266;37,6297;0,63
13265;13266;63,3406;1,06
13268;13266;64,6377;1,08
11833;13267;13,5233;0,34
11834;13267;4,4708;0,11
11838;13267;17,6931;0,44
11853;13267;58,9825;0,98
11981;13267;174,5570631;2,91
12068;13267;67,6536;1,13
12120;13267;1,7107;0,04
12123;13267;50,5736;0,84
12131;13267;46,4167;0,77
12132;13267;70,4136;1,17
12252;13267;5,6633;0,14
13016;13267;67,8725;1,13
13051;13267;36,45;0,61
13257;13267;56,8404;0,95
13263;13267;4,4128;0,11
13265;13267;64,9692;1,08
13266;13267;2,6071;0,07
13268;13267;66,2663;1,1
11831;13268;114,0993;1,9
11832;13268;113,0452;1,88
11833;13268;79,3857;1,32
11835;13268;68,9556;1,15
11836;13268;65,0819;1,08
11838;13268;76,1912;1,27
11981;13268;128,8131829;2,15
12031;13268;5,1435;0,13
12109;13268;100,4102;1,67
12123;13268;33,3617;0,56
12131;13268;33,0897;0,55
12132;13268;19,3459;0,48
12252;13268;60,2844;1
12267;13268;68,0415;1,13
12643;13268;117,1619;1,95
12646;13268;108,1367;1,8
13014;13268;122,6353;2,04
13015;13268;111,711;1,86
13050;13268;80,3192;1,34
13051;13268;30,18;0,5
13258;13268;118,9885;1,98
13263;13268;63,1249;1,05
13264;13268;66,7379;1,11
13267;13268;65,4762;1,09
13266;11833;13,2932;0,33
13051;12300;41,1493;0,69
13266;13258;75,364;1,26
13268;13257;42,05688222;0,7
13268;13255;74,6572826;1,24
13268;13254;102,7257815;1,71
13268;13253;64,79524708;1,08
13268;13252;77,68445114;1,29
13268;13251;124,3520925;2,07
13268;13250;83,53601138;1,39
13268;13249;104,0824552;1,73
13268;13248;69,87432412;1,16
13268;13247;76,14753144;1,27
13268;13246;74,995244;1,25
13268;13245;76,9827789;1,28
13268;13016;139,8500367;2,33
13268;12648;121,0674295;2,02
13268;12647;122,5544597;2,04
13268;12645;121,1221471;2,02
13268;12644;111,2279248;1,85
13268;12642;110,3315224;1,84
13268;12641;102,5632382;1,71
13268;12300;74,42714698;1,24
13268;12149;85,15339808;1,42
13268;12117;75,86750628;1,26
13268;12113;106,04585;1,77
13268;12086;87,32439774;1,46
13268;12076;79,08940496;1,32
13268;12070;67,43456468;1,12
13268;12053;86,25740532;1,44
13268;11976;145,4907734;2,42
13268;11883;72,06302652;1,2
13268;11845;74,92926106;1,25
13268;11844;84,25860504;1,4
13268;11842;107,3413687;1,79
13268;11841;106,4594503;1,77
13268;11830;128,2837101;2,14
13268;11829;108,6835582;1,81
13268;11827;102,4763338;1,71
13268;11826;182,3317846;3,04
13267;13255;29,23044242;0,49
13267;13254;37,05666284;0,62
13267;13253;23,30807122;0,58
13267;13252;51,90765236;0,87
13267;13251;58,93885882;0,98
13267;13250;52,48540542;0,87
13267;13249;38,66922152;0,64
13267;13248;33,92005918;0,57
13267;13247;48,98670026;0,82
13267;13246;45,01967716;0,75
13267;13245;49,82999442;0,83
13267;13050;50,6700699;0,84
13267;13015;69,38508476;1,16
13267;13014;80,13547596;1,34
13267;12648;77,91458676;1,3
13267;12647;61,70692362;1,03
13267;12646;65,61440114;1,09
13267;12645;77,96930432;1,3
13267;12644;68,075082;1,13
13267;12643;74,68625072;1,24
13267;12642;64,9046822;1,08
13267;12641;71,61884868;1,19
13267;12300;40,31074832;0,67
13267;12149;93,80681926;1,56
13267;12117;41,75271696;0,7
13267;12113;40,37673126;0,67
13267;12109;70,77233584;1,18
13267;12086;56,27379178;0,94
13267;12076;51,92857378;0,87
13267;12070;22,0077245;0,55
13267;12053;40,83056514;0,68
13267;12031;63,61077284;1,06
13267;11976;79,82165466;1,33
13267;11883;87,87157334;1,46
13267;11845;46,16713658;0,77
13267;11844;60,9215657;1,02
13267;11842;41,67224996;0,69
13267;11841;40,79033164;0,68
13267;11832;70,65163534;1,18
13267;11831;75,87394364;1,26
13267;11830;85,13086732;1,42
13267;11829;63,25671804;1,05
13267;11827;57,04949366;0,95
13267;11826;139,1789419;2,32
13266;13257;54,14463496;0,9
13266;13254;37,256221;0,62
13266;13253;23,50762938;0,59
13266;13252;52,10721052;0,87
13266;13251;59,13841698;0,99
13266;13250;52,68496358;0,88
13266;13249;38,86877968;0,65
13266;13248;34,11961734;0,57
13266;13247;49,18625842;0,82
13266;13246;45,21923532;0,75
13266;13245;50,02955258;0,83
13266;13050;47,64290136;0,79
13266;13016;68,96343768;1,15
13266;13015;67,22052246;1,12
13266;13014;77,97091366;1,3
13266;12648;75,75002446;1,26
13266;12647;59,54236132;0,99
13266;12646;63,44983884;1,06
13266;12645;75,80474202;1,26
13266;12644;65,9105197;1,1
13266;12642;62,7401199;1,05
13266;12641;68,59168014;1,14
13266;12300;40,51030648;0,68
13266;12149;90,77965072;1,51
13266;12117;41,95227512;0,7
13266;12113;40,57628942;0,68
13266;12109;67,7451673;1,13
13266;12086;56,47334994;0,94
13266;12076;52,12813194;0,87
13266;12070;19,8431622;0,5
13266;12068;65,0964;1,08
13266;12053;38,66600284;0,64
13266;11976;80,02121282;1,33
13266;11883;89,66598744;1,49
13266;11845;46,36669474;0,77
13266;11844;61,12112386;1,02
13266;11842;41,87180812;0,7
13266;11841;40,9898898;0,68
13266;11832;68,48707304;1,14
13266;11830;82,96630502;1,38
13266;11829;61,09215574;1,02
13266;11827;54,88493136;0,91
13266;11826;137,0143796;2,28
13265;13258;119,3840599;1,99
13265;13255;73,36015456;1,22
13265;13254;101,4286535;1,69
13265;13253;63,49811904;1,06
13265;13252;74,4802552;1,24
13265;13251;87,0733407;1,45
13265;13250;80,33181544;1,34
13265;13249;102,7853271;1,71
13265;13248;74,19218334;1,24
13265;13247;72,9433355;1,22
13265;13246;71,79104806;1,2
13265;13245;73,77858296;1,23
13265;13051;29,60702798;0,49
13265;13015;111,2407995;1,85
13265;13014;121,9911907;2,03
13265;12648;119,7703015;2
13265;12647;121,2573316;2,02
13265;12646;107,4701159;1,79
13265;12645;119,825019;2
13265;12644;109,9307967;1,83
13265;12643;116,5419654;1,94
13265;12642;109,0343943;1,82
13265;12641;101,2661102;1,69
13265;12300;71,22295104;1,19
13265;12149;83,87397278;1,4
13265;12117;72,66331034;1,21
13265;12113;104,7487219;1,75
13265;12086;84,1202018;1,4
13265;12076;75,88520902;1,26
13265;11976;144,1936453;2,4
13265;11883;68,85883058;1,15
13265;11845;71,72506512;1,2
13265;11844;81,0544091;1,35
13265;11842;106,0442406;1,77
13265;11841;105,1623223;1,75
13265;11832;112,5073501;1,88
13265;11831;117,7296584;1,96
13265;11830;126,986582;2,12
13265;11829;107,3864302;1,79
13265;11827;101,1792058;1,69
13265;11826;181,0346566;3,02
13264;13254;32,56016688;0,54
13264;13253;22,51949462;0,56
13264;13252;58,41260464;0,97
13264;13251;54,44236286;0,91
13264;13250;47,98890946;0,8
13264;13248;33,13148258;0,55
13264;13247;54,75135614;0,91
