id_od;Id_do;km;czas
11832;12132;93,7362;1,56
11833;12132;60,0768;1
11834;12132;41,476;0,69
11835;12132;49,645;0,83
11836;12132;45,7714;0,76
11837;12132;46,0852;0,77
11838;12132;56,8807;0,95
11841;12132;55,327;0,92
11842;12132;88,4415;1,47
11844;12132;66,805;1,11
11845;12132;60,397;1,01
11853;12132;26,3449;0,44
11883;12132;46,505;0,78
11976;12132;126,3142;2,11
11981;12132;141,9196479;2,37
12031;12132;18,808;0,47
12053;12132;41,478;0,69
12068;12132;34,0972;0,57
12070;12132;29,782;0,5
12076;12132;107,5734;1,79
12086;12132;84,154;1,4
12109;12132;50,394;0,84
12113;12132;86,734;1,45
12117;12132;37,514;0,63
12120;12132;45,6684;0,76
12123;12132;46,4682;0,77
12131;12132;13,7792;0,34
13252;11845;8,4539;0,21
13250;13245;10,0423;0,25
13258;11827;25,6224;0,43
13246;13248;15,3306;0,38
13257;13050;24,4137;0,61
11976;13254;42,8295;0,71
13245;12086;14,6499;0,37
13257;12068;12,2761;0,31
13264;13257;57,5711;0,96
13263;11837;5,174;0,13
13263;12132;43,8144;0,73
13250;13246;11,4955;0,29
13252;13250;21,7471;0,54
12086;13246;15,2839;0,38
13248;12086;29,385;0,49
13245;12076;3,1929;0,08
11841;13245;46,1254;0,77
13264;12646;60,7383;1,01
12648;13255;48,7358;0,81
12643;13258;6,9073;0,17
12086;13251;13,0132;0,33
13257;11834;52,6561;0,88
13263;13257;53,9581;0,9
11976;13251;61,8262;1,03
11845;13245;5,1628;0,13
13015;13258;12,5432;0,31
13255;12645;50,3097;0,84
13258;13014;22,4069;0,56
12086;13245;13,8307;0,35
13263;12267;7,6138;0,19
13265;12120;65,922;1,1
11841;13251;45,3079;0,76
12086;13254;30,5293;0,51
13247;11845;3,9735;0,1
13245;12117;9,6062;0,24
13250;13247;9,265;0,23
13258;13255;49,0914;0,82
13257;12120;45,3932;0,76
12123;13257;54,8963;0,91
13245;11845;4,3179;0,11
13252;13245;4,371;0,11
13248;13252;21,1291;0,53
13249;13248;22,6451;0,57
13251;13249;22,8092;0,57
13253;13251;39,8103;0,66
11835;13263;6,7866;0,17
12076;13254;44,3374;0,74
13263;12070;19,6565;0,49
12646;13258;28,2359;0,47
13250;12300;16,4732;0,41
12076;13246;7,1165;0,18
13250;12086;3,7884;0,09
13246;13250;11,5599;0,29
12117;13246;3,267;0,08
13249;11976;66,371;1,11
13245;13249;22,7642;0,57
11844;13247;10,8888;0,27
11844;13246;12,2342;0,31
13249;11844;22,2524;0,56
13263;11835;7,1181;0,18
13268;11838;77,6235;1,29
13268;13265;3,518;0,09
13247;12117;7,6267;0,19
11844;13245;7,4593;0,19
13249;12300;13,6183;0,34
13258;12645;3,5744;0,09
11826;13258;25,8316;0,43
13250;12120;53,2516;0,89
13253;12120;23,8505;0,6
13250;13253;32,9722;0,55
13247;12086;15,123;0,38
13255;12053;11,8383;0,3
12070;13255;7,2211;0,18
11835;13254;36,7445;0,61
13249;11834;42,2743;0,7
13254;11841;3,8753;0,1
13050;13257;24,4636;0,61
13252;13249;33,3408;0,56
13258;12031;117,1232;1,95
13264;12267;6,6402;0,17
13264;11835;4,8586;0,12
13248;13250;25,5966;0,43
11835;13258;76,8365;1,28
13266;13263;1,9698;0,05
13264;13266;4,5142;0,11
11833;13266;13,6295;0,34
13263;11833;13,232;0,33
13253;13254;54,7837;0,91
13249;13251;20,2697;0,51
13250;13248;25,5001;0,43
13257;11853;35,169;0,59
11853;13257;34,7731;0,58
11976;13246;64,097;1,07
13255;11829;34,2645;0,57
13265;12252;59,7904;1
13254;11976;42,9067;0,72
13252;12076;5,0952;0,13
13263;13014;77,7844;1,3
11837;13267;0,9045;0,02
13266;12252;5,0727;0,13
12267;13266;7,9148;0,2
13258;11826;74,4096;1,24
12645;13258;3,5389;0,09
13255;11832;46,0932;0,77
12076;13250;10,0198;0,25
13251;13253;34,4319;0,57
13245;13251;17,603;0,44
13264;11838;14,7899;0,37
11853;13265;7,3483;0,18
13249;13254;54,7837;0,91
13248;13249;11,7772;0,29
11841;13249;49,2845;0,82
11841;13250;36,0831;0,6
13248;13254;65,3957;1,09
13245;13248;19,0031;0,48
12117;13245;8,0773;0,2
12149;11831;80,6458;1,34
12149;11833;107,1727;1,79
12149;11834;86,8386;1,45
12149;11836;90,8555;1,51
12149;11837;94,9062;1,58
13253;12300;17,0043;0,43
12120;13264;5,306;0,13
13266;12120;2,7472;0,07
13268;11837;67,0276;1,12
13264;11837;5,1692;0,13
12149;11853;117,4934;1,96
13268;12252;61,0875;1,02
13246;11845;1,3518;0,03
13252;13246;8,5279;0,21
13247;13252;8,1159;0,2
12076;13247;4,8876;0,12
13258;11831;2,649;0,07
13255;13258;49,1027;0,82
11831;13255;46,7112;0,78
12642;13255;35,8401;0,6
12149;11883;181,7674;3,03
13248;12076;21,15;0,53
13268;12131;19,8722;0,5
13247;13246;3,0352;0,08
13264;11836;4,2406;0,11
13263;13264;4,7186;0,12
13263;11836;4,2454;0,11
11834;13263;1,8588;0,05
13249;13247;20,5787;0,51
11845;13249;11,547;0,29
13265;11853;7,0956;0,18
13268;12068;21,3544;0,53
11837;13264;4,4997;0,11
11845;13253;22,1558;0,55
13245;12300;9,9763;0,25
13266;11831;73,7096;1,23
11835;13266;4,8168;0,12
11836;13264;4,1859;0,1
13268;11834;62,0821;1,03
13265;13268;4,1457;0,1
13245;13254;45,1791;0,75
13247;13245;5,232;0,13
13252;13247;8,6679;0,22
13263;12031;61,2597;1,02
13249;13245;21,356;0,53
13258;11830;5,2143;0,13
11832;13258;2,5927;0,06
13264;13258;72,6522;1,21
12117;13249;12,0411;0,3
13246;12117;5,9337;0,15
13249;12117;13,2497;0,33
12076;13248;21,121;0,53
13246;13249;11,5165;0,29
13248;13253;10,6136;0,27
13252;13248;21,4799;0,54
12076;13252;5,1724;0,13
13250;13251;9,2248;0,23
11834;13264;6,5774;0,16
13255;11834;24,5135;0,61
13264;11834;7,5848;0,19
13255;13264;30,8045;0,51
12149;12031;85,9293;1,43
11829;13255;34,1937;0,57
13264;13016;63,7043;1,06
12267;13264;6,6707;0,17
12132;13264;72,5203;1,21
13266;13268;63,3116;1,06
11837;13268;65,3957;1,09
12149;12053;56,4542;0,94
13255;12070;7,1036;0,18
12053;13255;11,7659;0,29
12149;12068;65,349;1,09
13268;12123;28,9038;0,48
12149;12070;68,6031;1,14
13266;11837;3,3684;0,08
13263;13266;2,9548;0,07
12068;13263;65,0416;1,08
13265;12068;20,075;0,5
13247;13254;45,6523;0,76
13267;11835;5,6472;0,14
13264;13267;4,408;0,11
11833;13264;9,3648;0,23
12149;12109;21,8887;0,55
13264;11833;8,5971;0,21
13267;13266;2,1646;0,05
12149;12120;94,2915;1,57
13258;13015;11,6565;0,29
11831;13258;2,7922;0,07
12149;12131;129,5924;2,16
12149;12132;105,61;1,76
12648;13258;0,618;0,02
13246;13247;4,1714;0,1
13245;13246;4,9986;0,12
13253;13246;21,7133;0,54
13250;12076;10,0825;0,25
12086;13250;3,7884;0,09
13250;13249;13,2014;0,33
13247;13250;11,3346;0,28
11831;12149;81,6678;1,36
11833;12149;106,8556;1,78
11834;12149;88,2548;1,47
11836;12149;93,9744;1,57
11837;12149;92,864;1,55
11853;12149;117,4692;1,96
11883;12149;181,2266;3,02
11981;12149;233,042088;3,88
12031;12149;84,1349;1,4
12053;12149;56,4558;0,94
12068;12149;63,8861;1,06
12070;12149;68,6047;1,14
12109;12149;21,8903;0,55
12120;12149;92,996;1,55
12131;12149;104,9019;1,75
12132;12149;98,207;1,64
13248;13268;81,885;1,36
11845;13252;7,7667;0,19
13263;12120;5,3656;0,13
12267;13263;6,9186;0,17
11830;13255;40,8033;0,68
13255;11830;40,858;0,68
11832;13255;45,6571;0,76
13264;11831;70,9978;1,18
13264;12070;23,2695;0,58
13264;12053;42,0924;0,7
13252;12300;12,4531;0,31
12117;13252;10,155;0,25
12086;13252;16,7146;0,42
13267;13263;4,1344;0,1
12267;13267;9,5434;0,24
13265;11836;64,8018;1,08
11841;13248;61,5832;1,03
13252;13254;56,0631;0,93
13246;13252;7,6186;0,19
11845;13246;0,6808;0,02
13266;13264;4,7798;0,12
13268;12120;67,2191;1,12
11853;13268;8,7693;0,22
12252;11826;133,9875;2,23
12252;11827;51,8595;0,86
12252;11829;58,0667;0,97
12252;11830;79,9393;1,33
12252;11831;70,6824;1,18
12252;11832;65,4601;1,09
12252;11833;16,8627;0,42
12252;11834;3,8978;0,1
12252;11835;9,4163;0,24
12252;11836;5,4959;0,14
12252;11837;5,7405;0,14
12252;11838;18,1598;0,45
12252;11842;45,4414;0,76
12252;11845;49,9363;0,83
12252;11853;52,8589;0,88
12252;12031;58,4192;0,97
12252;12053;35,6405;0,59
12252;12068;62,0692;1,03
12252;12070;10,45;0,26
12252;12076;55,6978;0,93
12252;12086;161,9998;2,7
12252;12109;61,353;1,02
12252;12113;44,1459;0,74
12252;12117;45,5219;0,76
12252;12120;5,0743;0,13
12252;12123;73,9735;1,23
12252;12131;64,9579;1,08
12252;12132;40,9739;0,68
12252;12149;84,3876;1,41
11826;12252;84,2025;1,4
11827;12252;51,4588;0,86
11829;12252;57,6676;0,96
11830;12252;68,9153;1,15
11831;12252;65,5116;1,09
11832;12252;64,4574;1,07
11833;12252;30,798;0,51
11834;12252;3,4971;0,09
11835;12252;9,8894;0,25
11836;12252;7,2179;0,18
11837;12252;7,1567;0,18
11838;12252;18,9001;0,47
11842;12252;46,6517;0,78
11845;12252;50,0844;0,83
11853;12252;53,8052;0,9
11981;12252;169,378207;2,82
12031;12252;57,7288;0,96
12053;12252;35,2398;0,59
12068;12252;53,3481;0,89
12070;12252;10,201;0,26
12076;12252;78,2946;1,3
12086;12252;162,893;2,71
12109;12252;60,7366;1,01
12113;12252;44,9442;0,75
12117;12252;46,4988;0,77
12120;12252;6,2394;0,16
12123;12252;73,9284;1,23
12131;12252;41,2394;0,69
12132;12252;65,2364;1,09
12149;12252;85,2453;1,42
13253;12117;18,4463;0,46
13249;13253;16,6969;0,42
13247;13249;12,3437;0,31
12076;13245;2,76;0,07
13251;12076;6,6643;0,17
12267;11826;141,7446;2,36
12267;11827;59,6149;0,99
12267;11829;65,8222;1,1
12267;11830;49,7561;0,83
12267;11831;46,5487;0,78
12267;11832;45,538;0,76
12267;11833;14,0721;0,35
12267;11834;8,8884;0,22
12267;11835;11,2767;0,28
12267;11836;9,376;0,23
12267;11837;10,3046;0,26
12267;11838;8,1497;0,2
12267;11841;41,7705;0,7
12267;11842;42,6524;0,71
12267;11845;51,8772;0,86
12267;11853;60,6159;1,01
12267;11883;97,4152;1,62
12267;11976;80,8019;1,35
12267;12031;66,1762;1,1
12267;12053;43,396;0,72
12267;12068;69,8262;1,16
12267;12070;15,269;0,38
12267;12076;61,044;1,02
12267;12086;57,2524;0,95
12267;12109;72,4768;1,21
12267;12113;41,3569;0,69
12267;12117;47,3823;0,79
12267;12120;10,4961;0,26
12267;12123;59,1659;0,99
12267;12131;72,715;1,21
12267;12132;48,7309;0,81
12267;12149;95,5097;1,59
12267;12252;10,7504;0,27
11826;12267;90,4548;1,51
11827;12267;59,8435;1
11829;12267;66,0523;1,1
11830;12267;49,7207;0,83
11831;12267;46,3169;0,77
11832;12267;45,2628;0,75
11833;12267;14,7142;0,37
11834;12267;7,6782;0,19
11835;12267;10,8244;0,27
11836;12267;9,5949;0,24
11837;12267;9,9087;0,25
11838;12267;8,1497;0,2
11841;12267;43,404;0,72
11842;12267;42,8053;0,71
11845;12267;51,8338;0,86
11853;12267;62,1899;1,04
11883;12267;97,6035;1,63
11976;12267;80,678;1,34
11981;12267;177,7644777;2,96
12031;12267;66,1134;1,1
12053;12267;43,6245;0,73
12068;12267;70,861;1,18
12070;12267;15,411;0,39
12076;12267;62,2108;1,04
12086;12267;57,2782;0,95
12109;12267;69,7216;1,16
12113;12267;41,0978;0,68
12117;12267;47,4338;0,79
12120;12267;10,715;0,27
12123;12267;59,5779;0,99
12131;12267;49,6241;0,83
12132;12267;73,621;1,23
12149;12267;94,2303;1,57
12252;12267;10,0101;0,25
11834;13268;60,7865;1,01
13267;13258;77,5285;1,29
12300;11826;169,6876;2,83
12300;11830;115,6394;1,93
12300;11831;106,3825;1,77
12300;11832;62,858;1,05
12300;11833;39,0572;0,65
12300;11834;45,1501;0,75
12300;11835;35,4474;0,59
12300;11836;40,0389;0,67
12300;11837;40,9675;0,68
12300;11838;54,3218;0,91
12300;11841;50,4449;0,84
12300;11842;51,3252;0,86
12300;11844;16,7871;0,42
12300;11845;5,8564;0,15
12300;11853;71,9666;1,2
12300;11976;68,6192;1,14
12300;12031;72,377;1,21
12300;12053;79,6577;1,33
12300;12068;75,3624;1,26
12300;12070;37,801;0,63
12300;12076;11,6179;0,29
12300;12086;97,7419;1,63
12300;12113;50,0313;0,83
12300;12117;1,442;0,04
12300;12120;41,159;0,69
12300;12123;46,6919;0,78
12300;12131;78,742;1,31
12300;12132;59,1112;0,99
12300;12252;45,2354;0,75
12300;12267;46,1721;0,77
13258;12068;120,7748;2,01
11834;13258;72,8389;1,21
11826;12300;120,6735;2,01
11830;12300;105,3863;1,76
11831;12300;101,9825;1,7
11832;12300;62,714;1,05
11833;12300;39,194;0,65
11834;12300;43,6406;0,73
11835;12300;35,1384;0,59
11836;12300;39,9166;0,67
11837;12300;40,2304;0,67
11838;12300;54,0901;0,9
11841;12300;52,5563;0,88
11842;12300;51,6036;0,86
11844;12300;17,2119;0,43
11845;12300;5,6585;0,14
11853;12300;62,2623;1,04
11976;12300;69,0747;1,15
11981;12300;171,1854958;2,85
12031;12300;71,8556;1,2
12053;12300;79,5869;1,33
12068;12300;74,8409;1,25
12070;12300;37,757;0,63
12076;12300;12,0942;0,3
12086;12300;98,973;1,65
12113;12300;50,9969;0,85
12117;12300;2,0728;0,05
12120;12300;40,6295;0,68
12123;12300;46,1286;0,77
12131;12300;57,8447;0,96
12132;12300;78,5601;1,31
12252;12300;44,0799;0,73
12267;12300;45,9403;0,77
12132;13258;124,8288;2,08
13250;12113;33,9668;0,57
11845;13254;46,0256;0,77
13250;11845;10,8148;0,27
13268;12132;33,6289;0,56
12068;13268;21,3142;0,53
13267;11834;6,3231;0,16
11836;13267;0,1674;0
13254;12113;3,4617;0,09
13250;13254;34,3177;0,57
13264;13263;5,5732;0,14
11835;13264;4,268;0,11
13265;11834;60,7849;1,01
12031;13265;2,6779;0,07
12644;13255;47,598;0,79
13266;12643;72,5219;1,21
13253;13249;16,7066;0,42
13246;13253;22,8028;0,57
12300;13246;4,7089;0,12
13247;12300;7,9968;0,2
13245;13247;5,1386;0,13
13251;13245;8,1803;0,2
13248;13251;32,3382;0,54
12120;13266;2,8904;0,07
11834;13266;2,8421;0,07
12109;13257;51,8112;0,86
13257;12109;51,7211;0,86
13255;12643;54,6404;0,91
13266;13255;27,0659;0,45
11836;13266;1,7703;0,04
12641;13257;52,5966;0,88
13264;12132;47,4274;0,79
13267;13264;4,5802;0,11
11835;13267;4,8586;0,12
13268;13051;30,9042;0,52
12642;11826;85,9792;1,43
12643;11826;81,5406;1,36
12644;11826;77,5865;1,29
12645;11826;74,7959;1,25
12646;11826;89,8867;1,5
12647;11826;93,0136;1,55
12648;11826;74,5368;1,24
12642;11827;12,3694;0,31
12643;11827;31,0185;0,52
12644;11827;24,1289;0,6
12645;11827;23,6702;0,59
12646;11827;52,3471;0,87
12647;11827;53,5783;0,89
12648;11827;25,2667;0,42
12642;11829;29,9917;0,5
12643;11829;48,6392;0,81
12644;11829;41,7496;0,7
12645;11829;41,2909;0,69
12646;11829;69,9678;1,17
12647;11829;71,199;1,19
12648;11829;42,8874;0,71
12642;11830;4,9471;0,12
12643;11830;14,5098;0,36
12644;11830;6,7947;0,17
12645;11830;7,1616;0,18
12646;11830;23,5318;0,59
12647;11830;37,0696;0,62
12648;11830;5,8323;0,15
12642;11831;9,9409;0,25
12643;11831;5,2529;0,13
12644;11831;3,5872;0,09
12645;11831;5,3382;0,13
12646;11831;20,3244;0,51
12647;11831;27,8127;0,46
12648;11831;3,267;0,08
12642;11832;10,1823;0,25
12643;11832;6,8767;0,17
12644;11832;2,5766;0,06
12645;11832;6,9604;0,17
12646;11832;19,3137;0,48
12647;11832;29,4365;0,49
12648;11832;4,8892;0,12
12642;11833;71,1395;1,19
12643;11833;65,8511;1,1
12644;11833;60,6787;1,01
12645;11833;69,1616;1,15
12646;11833;56,8259;0,95
12647;11833;70,5939;1,18
12648;11833;68,9025;1,15
12642;11834;60,307;1,01
12643;11834;69,5671;1,16
12644;11834;64,3947;1,07
12645;11834;72,8775;1,21
12646;11834;60,5419;1,01
12647;11834;74,3099;1,24
12648;11834;72,6184;1,21
12642;11835;79,3745;1,32
12643;11835;74,0862;1,23
12644;11835;68,9137;1,15
12645;11835;77,3966;1,29
12646;11835;65,061;1,08
12647;11835;78,8289;1,31
12648;11835;77,1375;1,29
12642;11836;64,3239;1,07
12643;11836;73,584;1,23
12644;11836;68,4116;1,14
12645;11836;76,8945;1,28
12646;11836;64,5588;1,08
12647;11836;61,0762;1,02
12648;11836;76,6354;1,28
12642;11837;65,2525;1,09
12643;11837;74,5126;1,24
12644;11837;69,3402;1,16
12645;11837;77,823;1,3
12646;11837;65,4874;1,09
12647;11837;62,0048;1,03
12648;11837;77,5639;1,29
12642;11838;46,5181;0,78
12643;11838;43,2109;0,72
12644;11838;36,0574;0,6
12645;11838;43,2946;0,72
12646;11838;31,9696;0,53
12647;11838;43,5489;0,73
12648;11838;41,2234;0,69
12642;11853;102,7116;1,71
12643;11853;109,7364;1,83
12645;11853;113,0468;1,88
12646;11853;100,7111;1,68
12647;11853;114,4791;1,91
12648;11853;112,7877;1,88
12644;11883;168,8395;2,81
12642;12031;108,2719;1,8
12643;12031;115,2966;1,92
12645;12031;118,6071;1,98
12646;12031;106,2714;1,77
12647;12031;120,0394;2
12648;12031;118,348;1,97
12642;12053;24,3896;0,61
12643;12053;43,0371;0,72
12644;12053;36,1475;0,6
12645;12053;35,6888;0,59
12646;12053;64,3657;1,07
12647;12053;65,5969;1,09
12648;12053;37,2853;0,62
12642;12068;87,8219;1,46
12643;12068;118,9482;1,98
12644;12068;113,7758;1,9
12645;12068;122,2587;2,04
12646;12068;109,923;1,83
12647;12068;123,691;2,06
12648;12068;121,9995;2,03
12642;12070;42,8971;0,71
12643;12070;74,9198;1,25
12644;12070;69,7474;1,16
12645;12070;54,1963;0,9
12646;12070;65,8946;1,1
12647;12070;79,6625;1,33
12648;12070;55,7927;0,93
12644;12076;107,6506;1,79
12645;12076;116,1335;1,94
12641;12109;3,4826;0,09
12643;12109;66,9825;1,12
12645;12109;59,6342;0,99
12646;12109;88,3111;1,47
12648;12109;61,2307;1,02
12645;12113;96,7007;1,61
12642;12120;65,444;1,09
12643;12120;74,7042;1,25
12644;12120;69,5317;1,16
12645;12120;78,0146;1,3
12646;12120;65,6789;1,09
12647;12120;62,1963;1,04
12648;12120;77,7555;1,3
12643;12123;130,8509;2,18
12646;12123;121,8273;2,03
12648;12123;133,9023;2,23
12642;12131;114,8106;1,91
12643;12131;121,8354;2,03
12644;12131;116,663;1,94
12645;12131;125,1458;2,09
12646;12131;112,8102;1,88
12647;12131;126,5781;2,11
12648;12131;124,8867;2,08
12642;12132;90,8266;1,51
12643;12132;97,8513;1,63
12645;12132;101,1618;1,69
12646;12132;88,8277;1,48
12647;12132;102,5957;1,71
12648;12132;100,9027;1,68
12641;12149;25,1637;0,42
12643;12149;89,4441;1,49
12642;12252;59,3124;0,99
12643;12252;68,5726;1,14
12644;12252;63,4001;1,06
12645;12252;71,883;1,2
12646;12252;59,5473;0,99
12647;12252;73,3153;1,22
12648;12252;71,6239;1,19
12642;12267;54,6678;0,91
12643;12267;51,3622;0,86
12645;12267;51,4459;0,86
12646;12267;40,1193;0,67
12647;12267;51,6986;0,86
12648;12267;49,3747;0,82
11981;12641;210,8541175;3,51
12109;12641;3,5406;0,09
12149;12641;25,22;0,42
11826;12642;37,5476;0,63
11827;12642;12,3694;0,31
11829;12642;29,9933;0,5
11830;12642;4,9648;0,12
11831;12642;10,8727;0,27
11832;12642;9,8186;0,25
11833;12642;80,7199;1,35
11834;12642;60,2168;1
11835;12642;88,5767;1,48
11836;12642;64,5106;1,08
11837;12642;64,8244;1,08
11838;12642;46,5712;0,78
11853;12642;103,0479;1,72
11981;12642;218,6224016;3,64
12031;12642;106,9715;1,78
12053;12642;24,3896;0,61
12068;12642;87,7833;1,46
12070;12642;42,8971;0,71
12120;12642;64,4092;1,07
12131;12642;90,4822;1,51
12132;12642;114,4791;1,91
12252;12642;59,7147;1
12267;12642;54,7209;0,91
12643;12642;18,6475;0,47
12645;12642;11,2992;0,28
12646;12642;39,9761;0,67
12647;12642;41,2073;0,69
12648;12642;12,8957;0,32
11826;12643;31,828;0,53
11827;12643;31,099;0,52
11829;12643;48,7213;0,81
11830;12643;14,5903;0,36
11831;12643;5,5635;0,14
11832;12643;6,4277;0,16
11833;12643;66,1376;1,1
11834;12643;69,9968;1,17
11835;12643;73,9944;1,23
11836;12643;74,2922;1,24
11837;12643;74,606;1,24
11838;12643;43,1803;0,72
11853;12643;110,5555;1,84
11981;12643;226,1315821;3,77
12031;12643;114,4791;1,91
12053;12643;43,1175;0,72
12068;12643;119,2266;1,99
12070;12643;76,4503;1,27
12109;12643;67,063;1,12
12120;12643;74,1892;1,24
12123;12643;130,6803;2,18
12131;12643;97,9897;1,63
12132;12643;121,9867;2,03
12149;12643;89,4345;1,49
12252;12643;69,4947;1,16
12267;12643;77,2517;1,29
12642;12643;18,7279;0,47
12644;12643;8,3686;0,21
12645;12643;7,5446;0,19
12646;12643;25,3938;0,42
12647;12643;26,625;0,44
12648;12643;7,2855;0,18
11826;12644;29,2933;0,49
11827;12644;24,0983;0,6
11829;12644;41,7206;0,7
11830;12644;6,7818;0,17
11831;12644;3,378;0,08
11832;12644;2,3239;0,06
11833;12644;59,5264;0,99
11834;12644;63,3856;1,06
11835;12644;67,3832;1,12
11836;12644;67,681;1,13
11837;12644;67,9948;1,13
11838;12644;34,8117;0,58
11883;12644;167,7049;2,8
11981;12644;219,5204134;3,66
12053;12644;36,1169;0,6
12068;12644;112,6154;1,88
12070;12644;69,8391;1,16
12076;12644;107,023;1,78
12120;12644;67,578;1,13
12131;12644;91,3785;1,52
12252;12644;62,8835;1,05
12643;12644;8,4233;0,21
12645;12644;8,507;0,21
12646;12644;16,7372;0,42
12647;12644;30,5051;0,51
12648;12644;6,4358;0,16
11826;12645;26,2484;0,44
11827;12645;26,7682;0,45
11829;12645;44,3905;0,74
11830;12645;10,2596;0,26
11831;12645;5,5297;0,14
11832;12645;6,3939;0,16
11833;12645;69,4207;1,16
11834;12645;73,2799;1,22
11835;12645;77,2775;1,29
11836;12645;77,5752;1,29
11837;12645;77,889;1,3
11838;12645;43,1465;0,72
11853;12645;113,8385;1,9
11981;12645;229,4146357;3,82
12031;12645;117,7621;1,96
12053;12645;38,7868;0,65
12068;12645;122,5097;2,04
12070;12645;57,2943;0,95
12076;12645;116,9172;1,95
12109;12645;62,7322;1,05
12113;12645;96,0778;1,6
12120;12645;77,4722;1,29
12131;12645;101,2728;1,69
12132;12645;125,2697;2,09
12252;12645;72,7778;1,21
12267;12645;51,2962;0,85
12642;12645;14,3972;0,36
12643;12645;7,3483;0,18
12644;12645;8,3348;0,21
12646;12645;28,6769;0,48
12647;12645;29,908;0,5
12648;12645;2,9548;0,07
11826;12646;40,0823;0,67
11827;12646;40,8162;0,68
11829;12646;58,4385;0,97
11830;12646;23,4996;0,59
11831;12646;20,0959;0,5
11832;12646;19,0418;0,48
11833;12646;57,0657;0,95
11834;12646;60,9249;1,02
11835;12646;64,9225;1,08
11836;12646;65,2203;1,09
11837;12646;65,5341;1,09
11838;12646;31,9696;0,53
11853;12646;101,4836;1,69
11981;12646;217,0597325;3,62
12031;12646;105,4072;1,76
12053;12646;52,8348;0,88
12068;12646;110,1548;1,84
12070;12646;67,3784;1,12
12109;12646;76,7802;1,28
12120;12646;65,1173;1,09
12123;12646;121,6085;2,03
12131;12646;88,9179;1,48
12132;12646;112,9148;1,88
12252;12646;60,4228;1,01
12267;12646;40,1193;0,67
12642;12646;28,4468;0,47
12643;12646;24,454;0,61
12644;12646;17,986;0,45
12645;12646;27,7644;0,46
12647;12646;13,7679;0,34
12648;12646;23,1536;0,58
11826;12647;43,4507;0,72
11827;12647;53,6185;0,89
11829;12647;71,2408;1,19
11830;12647;37,1099;0,62
11831;12647;28,0831;0,47
11832;12647;28,9473;0,48
11833;12647;70,853;1,18
11834;12647;74,7122;1,25
11835;12647;78,7098;1,31
11836;12647;61,3128;1,02
11837;12647;61,6266;1,03
11838;12647;43,5682;0,73
11853;12647;115,2709;1,92
11981;12647;230,8469483;3,85
12031;12647;119,1945;1,99
12053;12647;65,6371;1,09
12068;12647;123,942;2,07
12070;12647;81,1657;1,35
12120;12647;62,4329;1,04
12131;12647;102,7051;1,71
12132;12647;126,7021;2,11
12252;12647;74,2101;1,24
12267;12647;51,7179;0,86
12642;12647;41,2475;0,69
12643;12647;26,7537;0,45
12644;12647;31,7733;0,53
12645;12647;30,0642;0,5
12646;12647;13,7872;0,34
12648;12647;29,8051;0,5
11826;12648;26,1937;0,44
11827;12648;25,2039;0,42
11829;12648;42,8263;0,71
11830;12648;5,8725;0,15
11831;12648;3,4102;0,09
11832;12648;3,2106;0,08
11833;12648;69,3659;1,16
11834;12648;73,2252;1,22
11835;12648;77,2227;1,29
11836;12648;77,5205;1,29
11837;12648;77,8343;1,3
11838;12648;39,9632;0,67
11853;12648;113,7838;1,9
11981;12648;229,3599181;3,82
12031;12648;117,7074;1,96
12053;12648;37,2225;0,62
12068;12648;122,455;2,04
12070;12648;55,73;0,93
12109;12648;61,168;1,02
12120;12648;77,4175;1,29
12123;12648;133,9087;2,23
12131;12648;101,2181;1,69
12132;12648;125,215;2,09
12252;12648;72,723;1,21
12267;12648;48,1129;0,8
12642;12648;12,8329;0,32
12643;12648;7,2935;0,18
12644;12648;5,1515;0,13
12645;12648;2,9194;0,07
12646;12648;28,6222;0,48
12647;12648;29,8533;0,5
11831;13015;11,1592;0,28
13015;13014;10,7504;0,27
13014;13016;34,3981;0,57
13016;12647;17,2972;0,43
12647;13014;21,3174;0,53
13014;13015;10,9242;0,27
13015;11826;76,0898;1,27
11853;13051;22,5115;0,56
13051;11834;41,7882;0,7
13015;13016;34,2211;0,57
13016;11831;45,1099;0,75
12068;13051;35,0901;0,58
11838;13014;47,9263;0,8
13015;11830;20,1458;0,5
11838;13016;52,9893;0,88
13016;13014;38,6146;0,64
13015;11831;10,8888;0,27
12644;13014;24,7147;0,62
11832;13014;22,7738;0,57
11831;13014;21,9096;0,55
13016;12131;143,8738;2,4
11835;13014;79,4437;1,32
11827;13016;70,9157;1,18
13016;11838;52,8959;0,88
11826;13014;37,2772;0,62
13015;12645;12,9842;0,32
11826;13016;60,7479;1,01
13015;11832;12,5126;0,31
13015;12643;9,7011;0,24
12647;13016;17,2972;0,43
11838;13015;42,9325;0,72
13014;11831;21,813;0,55
13051;12120;34,9308;0,58
12053;13014;59,4637;0,99
13016;11826;110,3109;1,84
13014;11826;87,014;1,45
11826;13015;26,5268;0,44
13015;11838;41,8429;0,7
13014;12647;17,1009;0,43
12642;13014;35,074;0,58
13051;12131;35,1449;0,59
11834;13014;75,4461;1,26
13015;11834;64,1163;1,07
11827;13014;47,4451;0,79
13016;12267;61,0456;1,02
13016;11837;68,6337;1,14
13015;11833;60,4003;1,01
11835;13016;67,8886;1,13
13016;13015;34,2211;0,57
11835;13015;68,6932;1,14
13015;11837;69,0618;1,15
11837;13016;68,1203;1,14
11830;13014;30,9364;0,52
